Company Name,Funding Round,Amount,Date,RupeesAmount
Dynamatic Technologies,Post-IPO Equity,—,"Jan 1, 2010",0
Splash,Seed,—,"Mar 1, 2011",0
Orb Energy,Private Equity,—,"Aug 1, 2006",0
Bajaj Motors,Private Equity,"$12,000,000","Mar 31, 2007",900000000
atOnePlace.com,Angel,"$250,000","Sep 20, 2008",18750000
Sahara India,Venture - Series Unknown,—,"May 1, 2010",0
Goodwill Developers,Venture - Series Unknown,—,"Sep 15, 2011",0
Gadgetsguru.com,Venture - Series Unknown,—,"Dec 12, 2011",0
Suvidhaa,Seed,—,"Dec 1, 2007",0
Annapurna Pet,Seed,"₹4,800,000","Mar 1, 2012",4800000
Littlefeet Inc.,Series C,"$25,000,000","Nov 1, 2002",1875000000
SORIL Infra Resources,Venture - Series Unknown,—,"Aug 30, 2005",0
Vayavya Labs,Angel,"$1,000,000","Jul 1, 2011",75000000
Quikjet,Venture - Series Unknown,"$16,600,000","Feb 1, 2008",1245000000
Yatra,Series C,"$45,000,000","May 27, 2011",3375000000
MyParichay,Seed,"$250,000","Oct 1, 2011",18750000
99tests,Seed,"$10,000","Dec 1, 2010",750000
SpiceJet Limited,Post-IPO Equity,—,"Jan 30, 2006",0
Dealsandyou.com,Series A,"$1,500,000","Aug 1, 2010",112500000
AIOCD Pharmasofttech AWACS,Venture - Series Unknown,—,"Jan 19, 2010",0
The Times Of India,Venture - Series Unknown,"$10,000,000","Jun 29, 2006",750000000
TutorVista,Venture - Series Unknown,"$18,000,000","Jul 24, 2008",1350000000
Applied solar Technologies,Venture - Series Unknown,"$21,000,000","Apr 22, 2010",1575000000
Lodha Group,Venture - Series Unknown,—,"Oct 15, 2006",0
Infibeam,Venture - Series Unknown,—,"Feb 2, 2012",0
VIDTEQ India,Series A,"$360,183","Jun 1, 2011",27013725
Ruchi Realty,Venture - Series Unknown,—,"Nov 10, 2009",0
Dataresolve Technologies,Angel,—,"Jan 6, 2011",0
GKC Projects,Private Equity,"₹600,000,000","Dec 23, 2009",600000000
A LITTLE WORLD,Series B,"$6,410,000","Sep 9, 2008",480750000
HPL Additives,Private Equity,"$10,000,000","Nov 1, 2005",750000000
Mast Kalandar,Series B,—,"Oct 7, 2010",0
Manthan,Venture - Series Unknown,—,"Jan 4, 2009",0
Enpocket,Series A,"$700,000","Aug 19, 2002",52500000
24 Mantra Organic,Seed,"$1,263,360","Mar 1, 2007",94752000
Unimark Remedies,Funding Round,"$33,299,999","Apr 15, 2011",2497499925
LeCroy,Private Equity,—,"Mar 1, 1995",0
Pratibha Syntex,Private Equity,"₹825,000,000","May 1, 2007",825000000
Growing Opportunity Finance,Seed,"₹117,000,000","Apr 1, 2009",117000000
Crossword Bookstores,Venture - Series Unknown,"₹10,000,000","Jul 1, 2000",10000000
TutorVista,Series A,"$2,000,000","Jun 12, 2006",150000000
Valyoo Technologies,Series A,"$4,000,000","Oct 31, 2011",300000000
Favista Real Estate,Venture - Series Unknown,"$2,000,000","Jan 1, 2012",150000000
Under the Mango Tree,Seed,"$75,000","Jun 1, 2010",5625000
Chaska,Angel,—,"May 1, 2012",0
PME Power Solutions,Venture - Series Unknown,—,"Jul 22, 2011",0
B Natural,Venture - Series Unknown,"₹50,000,000","Dec 1, 2007",50000000
Scion Global,Venture - Series Unknown,"$187,000","Oct 15, 2009",14025000
LoveLocal (formerly m.Paani),Seed,"$1,000,000","Sep 20, 2011",75000000
eYantra Industries,Series A,"$3,100,000","Oct 14, 2008",232500000
Tecpro AshTech,Private Equity,—,"Oct 1, 2007",0
Loylty Rewardz Management,Venture - Series Unknown,"$4,400,000","Oct 3, 2011",330000000
City Union Bank,Post-IPO Equity,"₹450,000,000","Dec 1, 2006",450000000
DMD Industries,Debt Financing,—,"Mar 1, 2002",0
CoCubes.com,Angel,—,"May 1, 2009",0
SVG Media,Secondary Market,"$3,500,000","Sep 1, 2011",262500000
Industree Crafts,Venture - Series Unknown,"$1,000,000","Jul 1, 2011",75000000
CUGL,Private Equity,"₹300,000,000","Dec 1, 2006",300000000
Commander Vitrified,Funding Round,—,"Apr 10, 2012",0
Vijayawada Tollway Private Ltd,Private Equity,—,"Apr 1, 2008",0
LT Foods,Post-IPO Equity,"$10,000,000","Oct 8, 2009",750000000
KMC Constructions Limited,Private Equity,"$35,000,000","Jan 1, 2007",2625000000
Gujarat NRE Coke,Post-IPO Equity,—,"May 15, 2009",0
S. R. Creations,Seed,"$60,000","Jan 25, 2008",4500000
mobME Solutions,Angel,"$200,000","Jun 1, 2007",15000000
Zapaq,Series A,"$6,000,000","Mar 19, 2004",450000000
Fortel,Series A,—,"Mar 21, 2000",0
Easy Square Feet,Seed,—,"Aug 13, 2009",0
CARE Hospitals Group,Private Equity,"$105,000,000","Apr 2, 2012",7875000000
NoPaperForms,Angel,"$500,000","Jul 1, 2011",37500000
G.E.T. Power,Private Equity,—,"Jan 1, 2005",0
Maneesh Pharmaceuticals,Venture - Series Unknown,"₹393,000,000","Aug 1, 2006",393000000
Puravankara Ltd,Post-IPO Equity,—,"Apr 1, 2011",0
TutorVista,Series D,"$50,000,000","Sep 24, 2010",3750000000
Refex Industries,Venture - Series Unknown,—,"Aug 1, 2006",0
Knowledgestreem,Seed,"$40,000","Dec 14, 2010",3000000
Connect M Solutions,Series A,"$6,000,000","Jun 27, 2007",450000000
Trident Microfin,Venture - Series Unknown,"₹185,000,000","Nov 1, 2008",185000000
Bakelite Hylam,Private Equity,"₹15,300,000","Jul 1, 2006",15300000
DreamTeam Technologies,Seed,—,"Apr 1, 2006",0
Moser Baer Solar,Series B,"$92,500,000","Sep 4, 2008",6937500000
Mobile2win,Venture - Series Unknown,"$15,000,000","Nov 13, 2006",1125000000
Reasoning Global eApplications Ltd.,Venture - Series Unknown,—,"Jan 1, 2011",0
Mswipe Technologies,Seed,—,"Jan 1, 2012",0
Dash,Series C,"$6,000,000","Feb 4, 2000",450000000
CarTrade,Series C,"₹597,000,000","Aug 30, 2011",597000000
Hathway,Post-IPO Equity,—,"Mar 1, 2012",0
obopay,Series E,"$70,000,000","Mar 25, 2009",5250000000
Kolte-Patil Developers,Post-IPO Equity,—,"Dec 25, 2010",0
Numex,Venture - Series Unknown,"$3,000,000","Feb 15, 2000",225000000
Raja Rani Travels Pvt Ltd,Venture - Series Unknown,—,"Feb 1, 2006",0
Religare Finvest,Private Equity,"₹1,500,000,000","Nov 18, 2011",1500000000
Vistaar,Series A,"₹150,000,000","Jan 1, 2010",150000000
ERisk,Series B,"$10,000,000","Feb 5, 2001",750000000
Landmark,Private Equity,"₹650,000,000","Nov 5, 2009",650000000
Eximsoft Technologies,Venture - Series Unknown,"$14,000,000","Jan 16, 2007",1050000000
Pepperfry,Series A,"$5,000,000","Dec 12, 2011",375000000
Siddhivinayak Agri Processing,Series A,"$1,000,000","Jan 1, 2011",75000000
Webdunia,Series B,"$3,000,000","Apr 3, 2002",225000000
Polar Industries,Post-IPO Equity,"₹4,600,000","Jun 1, 2008",4600000
Zoomin,Series B,"$5,000,000","Sep 1, 2011",375000000
OnMobile,Series A,"$15,000,000","Jan 1, 2000",1125000000
Olah-Viq Software Solutions,Funding Round,—,"Dec 10, 2010",0
e-Security,Venture - Series Unknown,"$10,000,000","Nov 4, 2002",750000000
Myntra,Series B,"$11,000,000","Jul 1, 2010",825000000
IndusInd Media & Communications,Private Equity,"₹10,000,000","Apr 25, 2000",10000000
Navayuga Engineering Company Ltd,Private Equity,"$44,400,000","Nov 1, 2006",3330000000
Lok Group,Post-IPO Equity,—,"Nov 1, 2007",0
CarWale,Series A,"$7,000,000","Oct 6, 2008",525000000
obopay,Series B,"$7,000,000","Sep 1, 2006",525000000
ICICI OneSource,Private Equity,—,"Jul 1, 2004",0
Kumar Urban Development Limited,Venture - Series Unknown,—,"Dec 22, 2010",0
ShopClues,Angel,"$2,000,000","Jul 1, 2011",150000000
Eris Lifesciences,Private Equity,"₹1,600,000,000","Sep 6, 2011",1600000000
Spandana Sphoorty Financial Limited,Venture - Series Unknown,—,"Aug 1, 2007",0
GUPTA TUTORIALS INDORE PRIVATE LIMITED,Series A,"$250,000","Apr 25, 2008",18750000
Dealsandyou.com,Series B,"$17,000,000","Nov 1, 2011",1275000000
GAP Miners,Seed,"$500,000","Jan 1, 2008",37500000
Minglebox,Series A,"$7,000,000","May 1, 2007",525000000
Novatium,Venture - Series Unknown,—,"Sep 21, 2007",0
Sai Security Printers,Venture - Series Unknown,"$7,000,000","Jan 31, 2012",525000000
Rebel Foods,Pre-Seed,—,"Oct 30, 2010",0
Glenmark Pharmaceuticals,Private Equity,"$48,000,000","Jul 1, 2002",3600000000
Proof-of-Performance,Angel,—,"Sep 1, 2011",0
TechAxes,Venture - Series Unknown,—,"Aug 10, 2006",0
Bang Overseas,Venture - Series Unknown,—,"Feb 12, 2008",0
Rustomjee,Venture - Series Unknown,—,"Nov 1, 2008",0
LatticeBridge Infotech Pvt. Ltd.,Venture - Series Unknown,—,"Sep 1, 2008",0
Stovekraft,Series A,"₹220,000,000","Jan 1, 2007",220000000
IndusInd Bank,Post-IPO Equity,"$14,500,000","Mar 1, 2011",1087500000
Achievo,Series C,"$13,991,000","Jun 6, 2008",1049325000
Ozone Promenade,Venture - Series Unknown,—,"Apr 25, 2009",0
Purvanchal Group,Venture - Series Unknown,—,"Jun 18, 2008",0
Sai Sudhir Infrastructure,Venture - Series Unknown,"₹480,000,000","Sep 18, 2008",480000000
authorGEN,Angel,—,"Dec 1, 2006",0
Cambridge Information Technology India,Funding Round,"$1,000,000","Jan 1, 1996",75000000
Moser Baer,Private Equity,—,"Dec 1, 1998",0
obopay,Series A,"$10,000,000","Mar 8, 2006",750000000
Artoo,Seed,"$80,000","May 16, 2010",6000000
John Energy,Venture - Series Unknown,"$11,000,000","Oct 1, 2006",825000000
Indo Shell Mould,Venture - Series Unknown,"₹157,200,000","Feb 1, 2006",157200000
The Pride Group,Venture - Series Unknown,—,"May 12, 2009",0
TeamLease Services,Venture - Series Unknown,"$22,500,000","Apr 5, 2011",1687500000
LINERS INDIA,Venture - Series Unknown,"₹58,000,000","Dec 1, 2005",58000000
FirstCry,Series B,"$14,000,000","Feb 13, 2012",1050000000
Milk Mantra,Seed,—,"Jun 1, 2009",0
Shriram Group,Private Equity,—,"Feb 24, 2011",0
Littlefeet Inc.,Series B,"$25,000,000","Jun 1, 2000",1875000000
Maxivision Super Speciality Eye Hospitals,Private Equity,"₹600,000,000","Nov 1, 2010",600000000
Aasan Industries,Private Equity,"€2,000,000","Sep 18, 2005",0
Attero,Seed,"$2,500,000","Apr 18, 2008",187500000
Laxmi Organic Industries,Venture - Series Unknown,"₹475,000,000","Dec 26, 2011",475000000
AtYourPrice,Seed,—,"Jan 31, 2008",0
Mealnut,Seed,"$11,131","Feb 1, 2011",834825
EnNatura Technology Ventures,Seed,"$200,000","Jan 7, 2010",15000000
KSK Power Venture,Private Equity,"$97,430,000","Jun 16, 2008",7307250000
DB Realty,Venture - Series Unknown,—,"Nov 1, 2007",0
Mom Junction,Series A,"$1,500,000","Jan 5, 2007",112500000
Trident Microfin,Venture - Series Unknown,"₹18,100,000","Jan 1, 2008",18100000
Chakpak Media,Venture - Series Unknown,"$5,000,000","Dec 22, 2008",375000000
Century Real Estate,Venture - Series Unknown,—,"Sep 1, 2009",0
Securens Systems,Venture - Series Unknown,"$4,000,000","Jan 1, 2012",300000000
IBS Software Services,Private Equity,"$53,500,000","Jul 26, 2007",4012500000
Onward Mobility,Venture - Series Unknown,—,"Mar 29, 2010",0
Flexituff International,Private Equity,—,"Jan 1, 2007",0
NaftoGaz India,Private Equity,"$14,000,000","Jun 24, 2010",1050000000
Billdesk,Private Equity,—,"Apr 3, 2012",0
Hydroair Tectonics (PCD),Series A,"$1,200,000","Jun 2, 2006",90000000
RICHFEEL,Venture - Series Unknown,—,"Sep 1, 2006",0
e-Security,Series C,"$5,000,000","May 26, 2004",375000000
Quikjet,Venture - Series Unknown,"$3,420,000","Nov 1, 2010",256500000
Nirmal Lifestyle,Venture - Series Unknown,—,"Mar 1, 2012",0
Sterling And Wilson,Venture - Series Unknown,"₹80,000,000","Jan 1, 2010",80000000
Rane Holdings,Post-IPO Equity,"$4,700,000","Sep 2, 2007",352500000
Evoma,Venture - Series Unknown,"₹276,300,000","Dec 1, 2007",276300000
Proof-of-Performance,Series A,—,"Mar 26, 2012",0
Tsunami Research,Series A,"$5,500,000","Jan 12, 2004",412500000
Tek Travels,Funding Round,—,"Apr 27, 2012",0
Shikhar Microfinance,Venture - Series Unknown,"₹25,000,000","Sep 1, 2009",25000000
GEI Industrial Systems,Venture - Series Unknown,"₹625,000,000","Feb 17, 2011",625000000
KPIT Technologies,Post-IPO Equity,"₹1,125,000,000","Jan 1, 2011",1125000000
DMC Education,Post-IPO Equity,—,"Feb 7, 2011",0
Kreeda Games,Venture - Series Unknown,"$10,000,000","Jul 13, 2007",750000000
Prasanna Purple,Venture - Series Unknown,—,"Jul 1, 2009",0
Manthan,Series C,"$15,000,000","Feb 15, 2012",1125000000
Nanavati Group,Venture - Series Unknown,"₹250,000,000","Jul 1, 2007",250000000
Discounted Flats,Venture - Series Unknown,—,"Dec 15, 2011",0
PV Technologies India,Private Equity,"$100,000,000","Jan 1, 2007",7500000000
Sphaera Pharma,Private Equity,—,"Nov 24, 2008",0
International Recreation Parks,Private Equity,"₹750,000,000","Jul 5, 2006",750000000
Trident Infosol,Venture - Series Unknown,"₹150,000,000","Mar 1, 2010",150000000
GreenDust,Series A,—,"Mar 25, 2010",0
SSI Education,Private Equity,"$20,000,000","Feb 1, 2003",1500000000
Suksh Tech.,Angel,"$1,500,000","May 1, 2008",112500000
24 Mantra Organic,Debt Financing,"$4,217,180","Sep 1, 2010",316288500
Mahindra REVA,Series B,"$24,000,000","May 2, 2008",1800000000
Appsdaily Solutions,Seed,"₹50,000,000","Jan 1, 2010",50000000
Spice Digital,Funding Round,"$20,000,000","Jul 29, 2011",1500000000
Cleartrip,Venture - Series Unknown,"$3,000,000","Jan 1, 2006",225000000
JHS Svendgaard Laboratories,Venture - Series Unknown,—,"Sep 1, 2006",0
Quikr,Series D,"$8,000,000","May 9, 2011",600000000
Synergies Castings,Venture - Series Unknown,"₹247,700,000","Sep 1, 2011",247700000
CarTrade,Series B,—,"Feb 18, 2011",0
Elpro Energy Dimensions,Venture - Series Unknown,"$100,000","May 28, 2005",7500000
SatNav Technologies,Series A,"$7,000,000","May 14, 2008",525000000
Tulsi Castings and Machining,Venture - Series Unknown,"₹400,000,000","Mar 30, 2012",400000000
DTL Ancillaries,Private Equity,—,"Mar 26, 2012",0
Welspun Steel,Private Equity,"$60,000,000","Aug 19, 2011",4500000000
mydala.com,Series A,"$6,000,000","Sep 25, 2011",450000000
Milk Mantra,Angel,—,"Nov 1, 2010",0
Intepat IP Services,Seed,"$10,000","Sep 1, 2009",750000
Indian Oil Tanking,Private Equity,"$5,000,000","Jul 1, 2004",375000000
Wings Intellect,Seed,"$500,000","Nov 1, 2011",37500000
Bhagyanagar Gas,Private Equity,"$25,000,000","Dec 23, 2010",1875000000
Endeavor Careers Pvt Ltd,Venture - Series Unknown,—,"Apr 21, 2011",0
MyBabyCart,Seed,"$175,000","May 1, 2012",13125000
authorSTREAM.com,Series A,"$5,000,000","Dec 15, 2010",375000000
Nova Medical Centers,Series A,—,"Jan 1, 2010",0
Manthan,Seed,"$700,000","Jan 5, 2005",52500000
Indu Group,Private Equity,"$29,000,000","Sep 1, 2008",2175000000
Lukup Media,Seed,"$1,000,000","Jan 12, 2012",75000000
CleanTech Technology,Seed,"$100,000","Jan 1, 2011",7500000
Today's Writing Instruments,Post-IPO Equity,—,"Aug 1, 2005",0
Vriti Infocom,Series B,"$5,000,000","Aug 25, 2010",375000000
Delhi Airport,Private Equity,"₹955,555,555","Mar 1, 2006",955555555
Gokaldas Exports,Post-IPO Equity,"$116,000,000","Aug 20, 2007",8700000000
Milacron India,Private Equity,—,"May 1, 2005",0
Myntra,Series B,"$14,000,000","Mar 4, 2011",1050000000
Musicfellas,Seed,"$20,000","Mar 1, 2012",1500000
Bhadra International,Private Equity,"₹970,000,000","Oct 1, 2010",970000000
STEER Engineering,Venture - Series Unknown,"₹273,000,000","Dec 1, 2007",273000000
VJive,Venture - Series Unknown,"$22,600,000","Jan 4, 2007",1695000000
iCreate Software,Series A,"$3,230,000","Jan 29, 2010",242250000
BigBasket,Series A,"$10,000,000","Mar 5, 2012",750000000
Hoopz Planet Info,Angel,"$1,000,000","Aug 1, 2011",75000000
Thriveni Earthmovers,Private Equity,"₹1,500,000,000","Oct 1, 2010",1500000000
Tonbo Imaging,Angel,"$500,000","Jun 17, 2011",37500000
Bajaj Auto Finance,Private Equity,"₹450,000,000","Feb 23, 2006",450000000
RuralShores,Venture - Series Unknown,—,"Feb 5, 2010",0
E2E Networks,Seed,"$40,000","Nov 1, 2009",3000000
iimjobs.com,Seed,—,"Mar 27, 2012",0
CarTrade,Series A,—,"Dec 18, 2009",0
Action Construction Equipment Ltd.,Venture - Series Unknown,—,"Aug 30, 2005",0
Territorial Prescience,Private Equity,—,"May 11, 2007",0
AgentGO,Venture - Series Unknown,"$2,000,000","May 3, 2000",150000000
Visen Industries,Private Equity,"$25,000,000","Jun 22, 2011",1875000000
Shakti Office,Venture - Series Unknown,"₹2,000,000","Jun 1, 2006",2000000
Ola,Angel,"$330,000","Apr 21, 2011",24750000
Jana Small Finance Bank,Series A,—,"Mar 1, 2007",0
Startup Freak,Seed,"$10,000","May 25, 2012",750000
MARG Group,Venture - Series Unknown,—,"Dec 1, 2007",0
Jas Toll Road Co,Private Equity,—,"Sep 1, 2008",0
iPolicy Networks,Series A,"$26,000,000","May 4, 2004",1950000000
GoLive,Non-equity Assistance,—,"Jun 1, 2009",0
Kumar Properties,Venture - Series Unknown,—,"Dec 11, 2009",0
G2One Network,Seed,—,"Feb 3, 2012",0
24 Mantra Organic,Angel,"$89,651","Mar 1, 2006",6723825
Printo,Seed,"$1,240,000","Aug 1, 2007",93000000
Magic Rooms Solutions India (P) Ltd,Venture - Series Unknown,"$1,490,000","Jul 7, 2010",111750000
Instamedia,Series A,"$4,000,000","Sep 9, 2010",300000000
Vennfer,Venture - Series Unknown,—,"Sep 1, 2008",0
Ziva Software,Venture - Series Unknown,"$1,700,000","Mar 14, 2007",127500000
Dr Lal PathLabs,Private Equity,"₹1,600,000,000","Aug 24, 2010",1600000000
Kartavya Healtheon,Venture - Series Unknown,—,"Jan 1, 2000",0
Reliable Autotech,Private Equity,"₹200,000,000","Apr 26, 2007",200000000
Orbster,Seed,"€500,000","Jan 1, 2008",0
NetzVacation,Series A,—,"May 15, 2009",0
Plan My food,Seed,"£50,000","May 26, 2011",0
Qyuki,Series A,"$5,400,000","Feb 14, 2012",405000000
Kraft Powercon,Venture - Series Unknown,"₹400,000,000","Aug 1, 2008",400000000
CSB Bank,Private Equity,—,"Jul 1, 2007",0
Primus Retail,Venture - Series Unknown,"$12,000,000","Aug 27, 2007",900000000
Gradatim,Venture - Series Unknown,"$3,000,000","Dec 22, 2009",225000000
Visionary RCM,Venture - Series Unknown,"₹150,000,000","Jul 1, 2010",150000000
Himadri Chemicals & Inds,Post-IPO Equity,"$54,000,000","Jan 11, 2010",4050000000
YourNextLeap,Series A,—,"Aug 18, 2011",0
LurnQ,Seed,—,"Jun 2, 2012",0
Chiranjjeevi Wind Energy,Private Equity,"₹999,600,000","Apr 28, 2008",999600000
Gramalaya Urban And Rural Development Initiatives And Network,Debt Financing,"$1,000,000","Jan 17, 2012",75000000
Indiagames,Funding Round,—,"May 5, 2005",0
NephroPlus,Series A,"$4,000,000","Jan 1, 2011",300000000
TechProcess Solutions,Venture - Series Unknown,"$6,000,000","Jan 1, 2011",450000000
Access Atlantech Technologies,Venture - Series Unknown,—,"Mar 1, 2006",0
Nobel Hygiene,Venture - Series Unknown,—,"May 30, 2010",0
Sterling Developers,Venture - Series Unknown,—,"Apr 1, 2011",0
Haldia Coke,Private Equity,"₹1,250,000,000","Jul 26, 2010",1250000000
OOH Media,Venture - Series Unknown,—,"Sep 1, 2006",0
REI Six Ten Retail,Post-IPO Equity,—,"Jan 1, 2011",0
Skelta Software,Series A,"$1,500,000","Nov 15, 2006",112500000
Groupe Athena,Venture - Series Unknown,"$2,355,000","Mar 3, 2010",176625000
Walsons Services,Funding Round,—,"Nov 29, 2007",0
GVR Infra Projects Ltd,Private Equity,—,"Jul 1, 2011",0
Ace Hotel Brokers,Venture - Series Unknown,—,"Jun 1, 2012",0
iBall,Venture - Series Unknown,—,"Jan 24, 2011",0
Infrasoft Technologies,Venture - Series Unknown,"$24,800,000","Jul 11, 2007",1860000000
9.9 Media,Venture - Series Unknown,"$7,500,000","Oct 14, 2008",562500000
RG Stone,Private Equity,"₹900,000,000","Mar 1, 2011",900000000
Davanam Jewellers,Venture - Series Unknown,—,"Mar 15, 2012",0
Intas Pharmaceuticals,Private Equity,"$11,000,000","Jan 1, 2005",825000000
Biltube,Private Equity,"₹450,000,000","Oct 1, 2009",450000000
RG Stone,Private Equity,"$10,000,000","Nov 13, 2007",750000000
Quintegra Solutions,Private Equity,"$49,000,000","Oct 1, 2007",3675000000
Sohan Lal Commodity Management,Venture - Series Unknown,"₹100,000,000","Jun 11, 2010",100000000
Rupeetalk,Seed,"$260,000","Dec 1, 2007",19500000
Calorie Care,Private Equity,—,"Jun 1, 2007",0
MedPlus,Private Equity,"$90,000,000","Mar 14, 2011",6750000000
Shilpa Medicare,Private Equity,—,"Aug 16, 2010",0
Gingersoft Media,Venture - Series Unknown,"$2,000,000","Nov 29, 2007",150000000
Edutor,Angel,"$400,000","Mar 26, 2012",30000000
Ark Builders,Venture - Series Unknown,—,"Jan 21, 2012",0
Babajob,Series A,—,"Jun 1, 2012",0
Tirumala Milk Products,Private Equity,"₹1,000,000,000","May 1, 2010",1000000000
Dharti,Venture - Series Unknown,—,"Mar 1, 2008",0
Shriram Transport Finance Company,Post-IPO Equity,—,"Jan 5, 2005",0
ApnaCircle Infotech,Venture - Series Unknown,—,"Apr 15, 2008",0
MedPlus,Private Equity,"₹230,000,000","Mar 22, 2007",230000000
Imperial Spirits,Venture - Series Unknown,"$4,850,000","Jun 1, 2008",363750000
Lestacworld.com - A US Based LLC,Pre-Seed,"$50,000","Jan 19, 1919",3750000
Tejas Networks India,Series E,"$24,000,000","Oct 18, 2007",1800000000
Raheja Universal,Venture - Series Unknown,—,"Sep 1, 2010",0
Dataweave,Pre-Seed,"$20,000","Mar 25, 2012",1500000
Hippocampus Learning Centres,Seed,—,"Feb 5, 2012",0
United Mobile Apps,Angel,"$200,000","Mar 31, 2009",15000000
Karvy Group,Private Equity,"$110,000,000","Nov 1, 2007",8250000000
Saholic.com,Seed,—,"Jan 1, 2010",0
Amanora,Venture - Series Unknown,—,"Aug 2, 2007",0
United Mobile Apps,Series A,"$1,000,000","Apr 26, 2012",75000000
Fintellix Solutions,Series A,"$3,230,000","Jan 29, 2010",242250000
Aegon Life Insurance,Venture - Series Unknown,—,"May 26, 2008",0
KPR Mill Limited,Private Equity,"₹1,050,000,000","Aug 28, 2007",1050000000
Orb Energy,Venture - Series Unknown,"$1,100,000","Jun 20, 2011",82500000
SGT,Venture - Series Unknown,"₹166,900,000","Jul 1, 2006",166900000
AuthWave Technologies,Seed,"₹43,000,000","Jul 1, 2008",43000000
Central Parking Services,Venture - Series Unknown,"$5,000,000","Oct 5, 2010",375000000
Asianet Communications,Secondary Market,"₹1,680,000,000","Sep 10, 2010",1680000000
KOTTED,Debt Financing,"$1,500,000","Jan 1, 2008",112500000
Sloka Telecom,Series A,"$900,458","Mar 1, 2011",67534350
Real Image Media Technologies,Venture - Series Unknown,"$2,080,000","Dec 1, 2004",156000000
Hathway,Private Equity,"$60,000,000","Mar 27, 2007",4500000000
HCL Technologies,Post-IPO Equity,"$220,000,000","Jul 10, 2008",16500000000
Shreem,Venture - Series Unknown,—,"May 4, 2010",0
Marvel Realtors,Venture - Series Unknown,—,"Mar 1, 2011",0
Village Laundry Service,Seed,—,"Jan 1, 2010",0
Tata Teleservices,Post-IPO Equity,"₹26,670,000,000","Mar 6, 2006",26670000000
The Yellow Chilli,Private Equity,—,"Feb 14, 2011",0
BWDA Finance,Venture - Series Unknown,"₹65,000,000","Apr 20, 2011",65000000
Excelsoft,Private Equity,"$30,000,000","Apr 1, 2008",2250000000
Vennfer,Venture - Series Unknown,"₹500,000,000","Feb 1, 2011",500000000
Renaissance Group,Private Equity,"$18,000,000","Apr 1, 2002",1350000000
Celon Laboratories,Venture - Series Unknown,"$15,800,000","Oct 8, 2010",1185000000
BookingArena.com,Seed,"$20,000","Mar 5, 2012",1500000
Ranbaxy Laboratories,Private Equity,"$23,000,000","Sep 1, 2005",1725000000
ValueFirst,Venture - Series Unknown,"$15,300,000","Feb 4, 2011",1147500000
Job Junction,Venture - Series Unknown,"₹30,000,000","Jun 1, 2009",30000000
Wipro,Post-IPO Equity,—,"Oct 1, 2006",0
Dusters Total Solution Services,Private Equity,"₹100,000,000","Dec 6, 2010",100000000
Excelsoft,Venture - Series Unknown,"$8,620,000","Sep 17, 2008",646500000
Contrans Logistic,Private Equity,"₹400,000,000","Nov 21, 2008",400000000
Ansal Housing,Post-IPO Equity,—,"Oct 20, 2008",0
TalentSprint Educational Services,Series A,"$4,000,000","Apr 25, 2012",300000000
The Centurion Bank of Punjab,Post-IPO Equity,"₹1,340,000,000","Jun 3, 2006",1340000000
EO.net,Venture - Series Unknown,—,"Jul 28, 2000",0
BBF Industries,Private Equity,"₹300,000,000","Feb 1, 2008",300000000
Apalya Technologies,Series B,"$7,500,000","Jan 12, 2011",562500000
mydala.com,Angel,"$200,000","Aug 1, 2010",15000000
PropertyFirst.com,Series B,"$44,300,000","Nov 1, 1999",3322500000
Naabo Solutions,Seed,—,"Aug 13, 2009",0
Cybercity Builders & Developers,Venture - Series Unknown,—,"Feb 1, 2012",0
Anipr,Non-equity Assistance,—,"May 1, 2012",0
Canvera Digital Technologies,Venture - Series Unknown,"$873,000","Sep 21, 2010",65475000
Zuvvu,Seed,"$12,000","Nov 1, 2011",900000
Veta,Venture - Series Unknown,"$10,000,000","Oct 6, 2007",750000000
eGlobe,Venture - Series Unknown,"$15,000,000","Jan 31, 2000",1125000000
Vuppalamritha Magnetic Components,Venture - Series Unknown,"₹1,100,000,000","Oct 1, 2008",1100000000
Iris Energy,Private Equity,—,"Feb 13, 2012",0
Extenprise,Pre-Seed,"₹10,000,000","Apr 1, 2004",10000000
Guruji,Series B,"$8,000,000","Jan 1, 2007",600000000
Sulaxmi Finance,Venture - Series Unknown,"₹20,300,000","Jul 1, 2009",20300000
K. S. Oils,Post-IPO Equity,—,"Jul 1, 2009",0
Chai Point,Angel,"$920,000","Mar 1, 2012",69000000
Pyramid Saimira,Venture - Series Unknown,—,"May 22, 2006",0
Adithya Automotive Applications,Private Equity,—,"Jun 3, 2009",0
Emaar MGF Land,Venture - Series Unknown,—,"Jun 1, 2010",0
Maneesh Pharmaceuticals,Venture - Series Unknown,"₹250,000,000","Mar 1, 2010",250000000
Affle,Series B,—,"Feb 25, 2010",0
Hanung Toys & Textiles,Venture - Series Unknown,—,"Feb 11, 2006",0
Yatra,Venture - Series Unknown,"$2,000,000,000","Apr 20, 2011",150000000000
Karmic Lifesciences,Series A,"$500,000","Apr 1, 2009",37500000
iYogi,Series D,"$30,000,000","Dec 13, 2010",2250000000
SFO Technologies,Private Equity,"₹1,665,000,000","May 24, 2011",1665000000
iStream.com,Series A,"$5,000,000","Nov 17, 2011",375000000
Unnati Silks Pvt Ltd,Series A,"$3,500,000","May 1, 2012",262500000
Drishtee Development and Communication Ltd.,Debt Financing,"$600,000","Sep 20, 2006",45000000
